Customer_ID,Customer_Name,Account_Type,Account_Balance,Last_Transaction_Date,Region,Loan_Amount,Loan_Status,Credit_Score,Age,Employment_Status,Annual_Income,Overdue_Payments,Savings_Account_Balance,Branch_ID,Branch_Name,Transaction_Count,Gender,Account_Open_Date,Customer_Risk_Level,Years_Since_Account_Open,Age_Group
CUST1053,Customer_53,Checking,16773.53,2023-01-01 00:05:00,North,38669.01,Rejected,716,45,Self-Employed,113286.39,0,115707.64,BR153,Beta Bank,419,Male,2000-01-06,Low,24,Middle-aged
CUST1054,Customer_54,Savings,42871.22,2023-01-01 00:05:00,North,39339.0,Pending,447,21,Unemployed,24793.94,5,705.14,BR154,Beta Bank,322,Male,2000-01-06,Low,24,Young
CUST1055,Customer_55,Checking,36892.98,2023-01-01 00:05:00,South,24615.95,Rejected,451,75,Self-Employed,64682.25,7,106319.57,BR155,Beta Bank,478,Female,2000-01-06,Low,24,Senior
CUST1056,Customer_56,Savings,48151.61,2023-01-01 00:05:00,East,33483.29,Approved,806,57,Unemployed,119299.96,1,60464.82,BR156,Beta Bank,78,Female,2000-01-06,Medium,24,Senior
CUST1058,Customer_58,Checking,68218.89,2023-01-01 00:05:00,South,21142.08,Rejected,590,33,Employed,138427.79,2,128966.48,BR158,Beta Bank,63,Male,2000-01-06,Low,24,Young
CUST1059,Customer_59,Credit,54078.05,2023-01-01 00:05:00,South,24417.12,Approved,421,28,Employed,74839.76,1,90665.42,BR159,Gamma Bank,310,Male,2000-01-06,Medium,24,Young
CUST1060,Customer_60,Credit,44528.05,2023-01-01 00:06:00,South,30601.21,Approved,634,32,Employed,130463.27,9,174479.08,BR160,Beta Bank,423,Female,2000-01-07,High,24,Young
CUST1061,Customer_61,Savings,26763.57,2023-01-01 00:06:00,South,27308.99,Approved,467,56,Self-Employed,97368.29,7,21035.02,BR161,Alpha Bank,367,Female,2000-01-07,Medium,24,Senior
CUST1062,Customer_62,Savings,52352.29,2023-01-01 00:06:00,East,3350.17,Approved,687,29,Employed,64815.72,5,125496.27,BR162,Delta Bank,206,Male,2000-01-07,Low,24,Young
CUST1063,Customer_63,Savings,16094.44,2023-01-01 00:06:00,West,11936.27,Pending,649,49,Employed,30564.93,7,70794.57,BR163,Beta Bank,205,Female,2000-01-07,High,24,Middle-aged
CUST1064,Customer_64,Checking,47835.4,2023-01-01 00:06:00,West,38118.67,Pending,816,60,Unemployed,116752.41,6,118830.25,BR164,Delta Bank,202,Male,2000-01-07,Low,24,Senior
CUST1066,Customer_66,Checking,83763.04,2023-01-01 00:06:00,North,20633.75,Pending,527,20,Employed,126275.1,5,4238.94,BR166,Delta Bank,121,Female,2000-01-07,Low,24,Young
CUST1067,Customer_67,Savings,29258.27,2023-01-01 00:06:00,East,44974.76,Rejected,741,28,Self-Employed,63510.34,4,108437.06,BR167,Delta Bank,421,Male,2000-01-07,High,24,Young
CUST1068,Customer_68,Credit,12017.54,2023-01-01 00:06:00,North,9574.21,Rejected,513,65,Self-Employed,85894.48,6,17967.01,BR168,Gamma Bank,84,Female,2000-01-07,High,24,Senior
CUST1069,Customer_69,Savings,86573.93,2023-01-01 00:06:00,West,15348.34,Approved,530,65,Unemployed,27443.7,6,190293.83,BR169,Beta Bank,447,Male,2000-01-07,Low,24,Senior
CUST1070,Customer_70,Checking,90157.6,2023-01-01 00:07:00,East,38224.29,Pending,472,37,Employed,120948.1,2,51942.01,BR170,Alpha Bank,373,Female,2000-01-08,Low,24,Middle-aged
CUST1072,Customer_72,Savings,66794.39,2023-01-01 00:07:00,West,22254.66,Pending,627,29,Unemployed,127025.0,0,157362.33,BR172,Beta Bank,478,Female,2000-01-08,High,24,Young
CUST1073,Customer_73,Credit,34898.14,2023-01-01 00:07:00,North,17515.13,Rejected,410,37,Unemployed,24995.16,1,194955.65,BR173,Delta Bank,456,Male,2000-01-08,High,24,Middle-aged
CUST1074,Customer_74,Credit,91272.18,2023-01-01 00:07:00,South,9009.26,Pending,736,60,Self-Employed,92038.97,5,121296.78,BR174,Alpha Bank,370,Male,2000-01-08,Medium,24,Senior
CUST1076,Customer_76,Credit,52854.14,2023-01-01 00:07:00,East,1684.85,Rejected,469,24,Self-Employed,115718.39,2,41920.31,BR176,Gamma Bank,415,Female,2000-01-08,Medium,24,Young
CUST1078,Customer_78,Savings,28898.73,2023-01-01 00:07:00,West,49579.28,Rejected,517,69,Employed,107163.22,2,59309.46,BR178,Beta Bank,100,Female,2000-01-08,Low,24,Senior
CUST1080,Customer_80,Checking,15302.98,2023-01-01 00:08:00,South,31664.37,Pending,597,32,Unemployed,88700.31,8,50243.74,BR180,Gamma Bank,425,Male,2000-01-09,Low,24,Young
CUST1082,Customer_82,Credit,35386.25,2023-01-01 00:08:00,East,24325.09,Pending,522,23,Unemployed,116165.48,5,110874.04,BR182,Delta Bank,61,Male,2000-01-09,Medium,24,Young
CUST1083,Customer_83,Savings,92874.34,2023-01-01 00:08:00,South,9784.52,Approved,789,25,Self-Employed,94355.36,1,14490.47,BR183,Delta Bank,172,Male,2000-01-09,High,24,Young
CUST1084,Customer_84,Checking,44942.36,2023-01-01 00:08:00,West,11998.14,Pending,445,41,Employed,112657.26,3,128327.47,BR184,Beta Bank,443,Female,2000-01-09,High,24,Middle-aged
CUST1085,Customer_85,Credit,8080.92,2023-01-01 00:08:00,West,48317.37,Pending,452,70,Employed,81579.74,2,186192.79,BR185,Beta Bank,71,Male,2000-01-09,Medium,24,Senior
CUST1087,Customer_87,Savings,84212.34,2023-01-01 00:08:00,East,5487.85,Pending,546,65,Employed,75319.88,4,191498.87,BR187,Gamma Bank,219,Female,2000-01-09,High,24,Senior
CUST1088,Customer_88,Credit,72184.91,2023-01-01 00:08:00,South,43990.58,Pending,712,41,Self-Employed,48650.77,6,50062.9,BR188,Delta Bank,285,Male,2000-01-09,Medium,24,Middle-aged
CUST1089,Customer_89,Checking,16098.68,2023-01-01 00:08:00,East,17744.02,Approved,460,76,Employed,68796.76,7,173081.45,BR189,Alpha Bank,466,Female,2000-01-09,Medium,24,Senior
CUST1090,Customer_90,Checking,45891.75,2023-01-01 00:09:00,North,3781.66,Pending,767,36,Employed,45302.3,2,62407.47,BR190,Alpha Bank,33,Female,2000-01-10,High,24,Middle-aged
CUST1091,Customer_91,Checking,86013.22,2023-01-01 00:09:00,East,49847.36,Rejected,564,40,Unemployed,89185.38,0,3431.25,BR191,Alpha Bank,163,Female,2000-01-10,High,24,Middle-aged
CUST1092,Customer_92,Credit,71788.36,2023-01-01 00:09:00,South,34057.1,Rejected,735,28,Employed,104321.8,3,173398.94,BR192,Alpha Bank,211,Male,2000-01-10,Low,24,Young
CUST1093,Customer_93,Checking,74335.86,2023-01-01 00:09:00,North,7762.28,Pending,772,49,Unemployed,148552.34,9,10925.16,BR193,Beta Bank,355,Male,2000-01-10,Low,24,Middle-aged
CUST1096,Customer_96,Checking,14341.75,2023-01-01 00:09:00,South,43506.52,Pending,446,30,Self-Employed,105734.63,1,34995.83,BR196,Alpha Bank,332,Male,2000-01-10,High,24,Young
CUST1099,Customer_99,Credit,46349.47,2023-01-01 00:09:00,East,10722.32,Rejected,782,24,Self-Employed,121774.54,8,180964.3,BR199,Delta Bank,444,Female,2000-01-10,High,24,Young
CUST1101,Customer_101,Checking,70894.49,2023-01-01 00:10:00,North,17622.62,Pending,631,38,Unemployed,113180.44,3,77609.81,BR201,Alpha Bank,127,Male,2000-01-11,Low,24,Middle-aged
CUST1102,Customer_102,Checking,33306.7,2023-01-01 00:10:00,West,14303.62,Rejected,823,19,Employed,89968.76,6,192010.5,BR202,Alpha Bank,476,Female,2000-01-11,High,24,Young
CUST1103,Customer_103,Credit,4406.37,2023-01-01 00:10:00,West,38109.29,Rejected,661,45,Employed,123886.65,6,107919.69,BR203,Delta Bank,204,Male,2000-01-11,High,24,Middle-aged
CUST1104,Customer_104,Credit,32644.9,2023-01-01 00:10:00,West,12738.92,Approved,821,66,Employed,130371.74,3,77814.26,BR204,Gamma Bank,236,Male,2000-01-11,High,24,Senior
CUST1105,Customer_105,Checking,82759.83,2023-01-01 00:10:00,West,46934.74,Approved,439,23,Employed,68829.32,2,23526.12,BR205,Gamma Bank,179,Male,2000-01-11,Medium,24,Young
CUST1107,Customer_107,Checking,20109.12,2023-01-01 00:10:00,South,12656.69,Pending,762,52,Unemployed,148662.98,2,62489.85,BR207,Alpha Bank,155,Male,2000-01-11,Low,24,Middle-aged
CUST1108,Customer_108,Checking,67573.33,2023-01-01 00:10:00,West,5809.08,Pending,762,70,Unemployed,121503.14,8,194359.72,BR208,Delta Bank,312,Male,2000-01-11,Low,24,Senior
CUST1109,Customer_109,Savings,15914.34,2023-01-01 00:10:00,North,467.58,Rejected,514,60,Employed,95061.57,5,18779.86,BR209,Delta Bank,263,Male,2000-01-11,High,24,Senior
CUST1110,Customer_110,Checking,75136.55,2023-01-01 00:11:00,East,25064.85,Approved,782,79,Employed,30325.21,9,190268.67,BR210,Gamma Bank,485,Female,2000-01-12,High,24,Senior
CUST1112,Customer_112,Savings,31263.46,2023-01-01 00:11:00,South,17526.64,Rejected,655,77,Unemployed,112904.43,2,149983.63,BR212,Beta Bank,333,Female,2000-01-12,Low,24,Senior
CUST1113,Customer_113,Savings,68266.82,2023-01-01 00:11:00,South,28170.08,Approved,522,70,Employed,100130.46,2,36302.56,BR213,Delta Bank,219,Female,2000-01-12,Medium,24,Senior
CUST1114,Customer_114,Savings,32632.44,2023-01-01 00:11:00,East,17211.95,Rejected,561,37,Employed,149608.27,7,160165.64,BR214,Alpha Bank,394,Male,2000-01-12,Low,24,Middle-aged
CUST1116,Customer_116,Credit,2155.11,2023-01-01 00:11:00,South,8752.26,Approved,816,75,Employed,72111.8,8,117344.69,BR216,Delta Bank,95,Female,2000-01-12,High,24,Senior
CUST1117,Customer_117,Credit,43923.33,2023-01-01 00:11:00,West,4861.48,Pending,440,22,Self-Employed,84911.46,2,135086.03,BR217,Delta Bank,408,Male,2000-01-12,High,24,Young
CUST1119,Customer_119,Credit,54503.19,2023-01-01 00:11:00,East,38324.14,Approved,758,49,Self-Employed,78049.06,2,124856.14,BR219,Beta Bank,74,Female,2000-01-12,High,24,Middle-aged
CUST1120,Customer_120,Checking,85178.73,2023-01-01 00:12:00,West,34595.59,Pending,584,50,Unemployed,102200.56,5,21757.75,BR220,Alpha Bank,279,Male,2000-01-13,Medium,24,Middle-aged
CUST1121,Customer_121,Credit,61529.47,2023-01-01 00:12:00,South,28574.33,Pending,586,43,Unemployed,54259.37,7,45275.39,BR221,Alpha Bank,6,Female,2000-01-13,Medium,24,Middle-aged
CUST1122,Customer_122,Checking,71861.02,2023-01-01 00:12:00,South,16858.75,Approved,790,40,Employed,97354.73,4,43651.24,BR222,Gamma Bank,139,Male,2000-01-13,Low,24,Middle-aged
CUST1123,Customer_123,Savings,77825.27,2023-01-01 00:12:00,North,3503.07,Pending,618,48,Self-Employed,47159.16,7,49358.61,BR223,Beta Bank,197,Male,2000-01-13,High,24,Middle-aged
CUST1125,Customer_125,Checking,90157.31,2023-01-01 00:12:00,West,13696.5,Pending,805,79,Employed,28458.64,7,138802.76,BR225,Gamma Bank,362,Female,2000-01-13,Low,24,Senior
CUST1126,Customer_126,Credit,26360.35,2023-01-01 00:12:00,North,36400.11,Rejected,848,48,Employed,48422.19,1,22952.0,BR226,Gamma Bank,430,Female,2000-01-13,Medium,24,Middle-aged
CUST1127,Customer_127,Credit,17021.28,2023-01-01 00:12:00,East,20857.46,Approved,510,77,Unemployed,139372.09,6,174885.81,BR227,Beta Bank,240,Female,2000-01-13,Medium,24,Senior
CUST1128,Customer_128,Credit,95395.03,2023-01-01 00:12:00,East,47203.61,Approved,447,37,Employed,43992.24,3,129031.5,BR228,Alpha Bank,340,Female,2000-01-13,Medium,24,Middle-aged
CUST1129,Customer_129,Savings,81015.98,2023-01-01 00:12:00,North,38732.27,Rejected,798,20,Unemployed,27110.66,7,39130.56,BR229,Alpha Bank,397,Male,2000-01-13,Low,24,Young
CUST1130,Customer_130,Credit,93097.28,2023-01-01 00:13:00,West,46189.66,Approved,708,22,Self-Employed,138066.02,7,144565.68,BR230,Beta Bank,413,Male,2000-01-14,Medium,24,Young
CUST1131,Customer_131,Checking,4255.91,2023-01-01 00:13:00,East,30352.5,Pending,453,20,Self-Employed,22001.71,2,110523.64,BR231,Beta Bank,275,Male,2000-01-14,Medium,24,Young
CUST1135,Customer_135,Checking,94025.09,2023-01-01 00:13:00,West,14974.99,Pending,424,32,Employed,84449.5,1,191984.53,BR235,Gamma Bank,403,Female,2000-01-14,High,24,Young
CUST1136,Customer_136,Checking,1084.63,2023-01-01 00:13:00,West,28627.96,Approved,692,27,Unemployed,66196.47,3,104784.66,BR236,Gamma Bank,274,Male,2000-01-14,Low,24,Young
CUST1138,Customer_138,Checking,14894.94,2023-01-01 00:13:00,West,14746.41,Pending,816,44,Unemployed,28073.56,4,177193.2,BR238,Delta Bank,114,Male,2000-01-14,Medium,24,Middle-aged
CUST1139,Customer_139,Savings,37222.56,2023-01-01 00:13:00,East,16058.09,Pending,514,69,Employed,110426.2,0,14142.98,BR239,Gamma Bank,488,Female,2000-01-14,High,24,Senior
CUST1140,Customer_140,Checking,94284.94,2023-01-01 00:14:00,South,2460.21,Pending,499,20,Unemployed,110432.34,7,13458.95,BR240,Delta Bank,227,Male,2000-01-15,Medium,24,Young
CUST1141,Customer_141,Checking,81787.44,2023-01-01 00:14:00,South,24667.11,Approved,417,61,Unemployed,44735.62,5,152964.45,BR241,Delta Bank,299,Female,2000-01-15,High,24,Senior
CUST1142,Customer_142,Credit,21701.92,2023-01-01 00:14:00,South,27371.07,Pending,616,22,Employed,38398.31,5,85094.56,BR242,Beta Bank,296,Male,2000-01-15,Medium,24,Young
CUST1143,Customer_143,Checking,71937.85,2023-01-01 00:14:00,South,5535.87,Rejected,594,68,Self-Employed,33619.72,7,160696.99,BR243,Beta Bank,210,Male,2000-01-15,Medium,24,Senior
CUST1144,Customer_144,Credit,16552.72,2023-01-01 00:14:00,North,16995.34,Approved,819,71,Unemployed,68044.7,3,48300.89,BR244,Delta Bank,491,Male,2000-01-15,Medium,24,Senior
CUST1145,Customer_145,Checking,64131.03,2023-01-01 00:14:00,South,43648.6,Rejected,695,28,Unemployed,64264.95,8,160272.26,BR245,Alpha Bank,486,Male,2000-01-15,Medium,24,Young
CUST1146,Customer_146,Credit,86436.21,2023-01-01 00:14:00,West,9968.85,Rejected,647,52,Self-Employed,29955.56,9,56909.85,BR246,Alpha Bank,25,Male,2000-01-15,High,24,Middle-aged
CUST1147,Customer_147,Checking,35116.21,2023-01-01 00:14:00,West,26271.44,Rejected,839,68,Unemployed,123732.71,6,137472.77,BR247,Alpha Bank,169,Male,2000-01-15,High,24,Senior
CUST1148,Customer_148,Checking,38051.29,2023-01-01 00:14:00,East,27236.03,Pending,600,48,Employed,96044.19,4,156959.97,BR248,Gamma Bank,60,Male,2000-01-15,Medium,24,Middle-aged
CUST1150,Customer_150,Credit,43937.56,2023-01-01 00:15:00,North,14832.73,Rejected,509,64,Self-Employed,55216.21,3,2588.42,BR250,Beta Bank,52,Male,2000-01-16,High,24,Senior
CUST1151,Customer_151,Credit,34599.9,2023-01-01 00:15:00,West,3168.4,Rejected,716,61,Employed,108639.75,7,83669.11,BR251,Delta Bank,243,Female,2000-01-16,High,24,Senior
CUST1155,Customer_155,Credit,87839.93,2023-01-01 00:15:00,North,8589.64,Rejected,433,48,Unemployed,38079.72,4,92993.37,BR255,Gamma Bank,151,Female,2000-01-16,Low,24,Middle-aged
CUST1156,Customer_156,Checking,87802.27,2023-01-01 00:15:00,West,49760.54,Pending,714,19,Self-Employed,73323.52,7,11356.24,BR256,Beta Bank,41,Male,2000-01-16,High,24,Young
CUST1157,Customer_157,Savings,10032.78,2023-01-01 00:15:00,East,13514.48,Approved,679,20,Self-Employed,96867.85,6,139558.05,BR257,Delta Bank,357,Male,2000-01-16,High,24,Young
CUST1158,Customer_158,Checking,13322.09,2023-01-01 00:15:00,North,2048.58,Approved,669,79,Employed,127147.03,9,86879.73,BR258,Beta Bank,245,Male,2000-01-16,Medium,24,Senior
CUST1159,Customer_159,Credit,75120.94,2023-01-01 00:15:00,South,9882.91,Approved,748,58,Employed,119697.12,3,31742.67,BR259,Delta Bank,354,Male,2000-01-16,Medium,24,Senior
CUST1160,Customer_160,Checking,21372.85,2023-01-01 00:16:00,East,41993.45,Rejected,698,67,Unemployed,149061.74,5,68240.75,BR260,Gamma Bank,151,Female,2000-01-17,High,24,Senior
CUST1161,Customer_161,Credit,89142.69,2023-01-01 00:16:00,West,14858.74,Approved,416,38,Unemployed,28951.74,7,95784.67,BR261,Beta Bank,278,Female,2000-01-17,Low,24,Middle-aged
CUST1162,Customer_162,Credit,26217.82,2023-01-01 00:16:00,North,1308.49,Approved,735,68,Employed,134852.75,4,118526.89,BR262,Gamma Bank,113,Female,2000-01-17,High,24,Senior
CUST1163,Customer_163,Savings,53805.36,2023-01-01 00:16:00,North,35689.64,Approved,559,18,Self-Employed,55674.61,3,171563.52,BR263,Gamma Bank,120,Male,2000-01-17,High,24,Young
CUST1165,Customer_165,Credit,83969.94,2023-01-01 00:16:00,West,7258.5,Pending,810,75,Employed,81769.86,7,166362.85,BR265,Gamma Bank,133,Female,2000-01-17,High,24,Senior
CUST1166,Customer_166,Savings,45696.19,2023-01-01 00:16:00,North,29999.76,Approved,784,73,Self-Employed,61322.81,0,162823.89,BR266,Gamma Bank,365,Female,2000-01-17,Low,24,Senior
CUST1167,Customer_167,Savings,55349.14,2023-01-01 00:16:00,East,34450.97,Rejected,840,49,Unemployed,35901.54,9,170453.73,BR267,Beta Bank,148,Female,2000-01-17,Medium,24,Middle-aged
CUST1168,Customer_168,Savings,82892.18,2023-01-01 00:16:00,West,43136.11,Pending,552,63,Employed,84932.26,4,123316.16,BR268,Beta Bank,167,Male,2000-01-17,High,24,Senior
CUST1170,Customer_170,Savings,2288.55,2023-01-01 00:17:00,East,7170.94,Rejected,771,65,Self-Employed,41061.45,9,198861.17,BR270,Gamma Bank,479,Female,2000-01-18,Low,24,Senior
CUST1172,Customer_172,Savings,11641.19,2023-01-01 00:17:00,West,47235.92,Rejected,657,21,Self-Employed,132502.34,0,19341.46,BR272,Beta Bank,178,Female,2000-01-18,Low,24,Young
CUST1173,Customer_173,Credit,74640.05,2023-01-01 00:17:00,East,7435.85,Rejected,689,62,Self-Employed,84438.12,2,47218.28,BR273,Delta Bank,390,Male,2000-01-18,Medium,24,Senior
